year,state,sport,gender,participants
2019,IA,Volleyball,Girls,4565
2019,IA,Wrestling,Boys,5890
2019,IA,Wrestling,Girls,490
2019,ID,Baseball,Boys,2876
2019,ID,Basketball,Boys,3249
2019,ID,Basketball,Girls,2459
2019,ID,Cross Country,Boys,1627
2019,ID,Cross Country,Girls,1350
2019,ID,Football,Boys,5853
2019,ID,Football,Girls,15
2019,ID,Golf,Boys,866
2019,ID,Golf,Girls,494
2019,ID,Soccer,Boys,2692
2019,ID,Soccer,Girls,2420
2019,ID,Softball,Girls,2173
2019,ID,Swimming,Boys,840
2019,ID,Swimming,Girls,1034
2019,ID,Tennis,Boys,956
2019,ID,Tennis,Girls,1142
2019,ID,Track and Field,Boys,3715
2019,ID,Track and Field,Girls,2848
2019,ID,Volleyball,Girls,2774
2019,ID,Wrestling,Boys,1834
2019,ID,Wrestling,Girls,155
2019,IL,Baseball,Boys,19421
2019,IL,Basketball,Boys,21870
2019,IL,Basketball,Girls,16078
2019,IL,Cross Country,Boys,10932
2019,IL,Cross Country,Girls,8635
2019,IL,Football,Boys,39435
2019,IL,Football,Girls,98
2019,IL,Golf,Boys,5638
2019,IL,Golf,Girls,3206
2019,IL,Gymnastics,Boys,99
2019,IL,Gymnastics,Girls,1098
2019,IL,Ice Hockey,Boys,2261
2019,IL,Ice Hockey,Girls,614
2019,IL,Lacrosse,Boys,4101
2019,IL,Lacrosse,Girls,3610
2019,IL,Soccer,Boys,18799
2019,IL,Soccer,Girls,15769
2019,IL,Softball,Girls,14380
2019,IL,Swimming,Boys,5388
2019,IL,Swimming,Girls,6875
2019,IL,Tennis,Boys,6460
2019,IL,Tennis,Girls,7671
2019,IL,Track and Field,Boys,24703
2019,IL,Track and Field,Girls,19185
2019,IL,Volleyball,Boys,4225
2019,IL,Volleyball,Girls,17681
2019,IL,Wrestling,Boys,12430
2019,IL,Wrestling,Girls,1023
2019,IN,Baseball,Boys,9459
2019,IN,Basketball,Boys,10570
2019,IN,Basketball,Girls,7730
2019,IN,Cross Country,Boys,5424
2019,IN,Cross Country,Girls,4459
2019,IN,Football,Boys,20261
2019,IN,Football,Girls,49
2019,IN,Golf,Boys,2779
2019,IN,Golf,Girls,1570
2019,IN,Gymnastics,Boys,49
2019,IN,Gymnastics,Girls,547
2019,IN,Lacrosse,Boys,1717
2019,IN,Lacrosse,Girls,1464
2019,IN,Soccer,Boys,9364
2019,IN,Soccer,Girls,7970
2019,IN,Softball,Girls,7099
2019,IN,Swimming,Boys,2692
2019,IN,Swimming,Girls,3371
2019,IN,Tennis,Boys,3120
2019,IN,Tennis,Girls,3883
2019,IN,Track and Field,Boys,11937
2019,IN,Track and Field,Girls,9845
2019,IN,Volleyball,Boys,1020
2019,IN,Volleyball,Girls,9013
2019,IN,Wrestling,Boys,6217
2019,IN,Wrestling,Girls,511
2019,KS,Baseball,Boys,4335
2019,KS,Basketball,Boys,4994
2019,KS,Basketball,Girls,3541
2019,KS,Cross Country,Boys,2484
2019,KS,Cross Country,Girls,1968
2019,KS,Football,Boys,8884
2019,KS,Football,Girls,21
2019,KS,Golf,Boys,1284
2019,KS,Golf,Girls,723
2019,KS,Gymnastics,Boys,12
2019,KS,Gymnastics,Girls,129
2019,KS,Soccer,Boys,4200
2019,KS,Soccer,Girls,3576
2019,KS,Softball,Girls,3331
2019,KS,Swimming,Boys,1228
2019,KS,Swimming,Girls,1570
2019,KS,Tennis,Boys,1430
2019,KS,Tennis,Girls,1672
2019,KS,Track and Field,Boys,5473
2019,KS,Track and Field,Girls,4289
2019,KS,Volleyball,Girls,4126
2019,KS,Wrestling,Boys,2740
2019,KS,Wrestling,Girls,238
2019,KY,Baseball,Boys,6167
2019,KY,Basketball,Boys,7049
2019,KY,Basketball,Girls,5228
2019,KY,Cross Country,Boys,3431
2019,KY,Cross Country,Girls,2835
2019,KY,Football,Boys,13122
2019,KY,Football,Girls,31
2019,KY,Golf,Boys,1875
2019,KY,Golf,Girls,1058
2019,KY,Soccer,Boys,6092
2019,KY,Soccer,Girls,5071
2019,KY,Softball,Girls,4721
2019,KY,Swimming,Boys,1783
2019,KY,Swimming,Girls,2229
2019,KY,Tennis,Boys,2095
2019,KY,Tennis,Girls,2481
2019,KY,Track and Field,Boys,7690
2019,KY,Track and Field,Girls,6500
2019,KY,Volleyball,Boys,1043
2019,KY,Volleyball,Girls,6032
2019,KY,Wrestling,Boys,2190
2019,KY,Wrestling,Girls,192
2019,LA,Baseball,Boys,6808
2019,LA,Basketball,Boys,7575
2019,LA,Basketball,Girls,5723
2019,LA,Cross Country,Boys,3654
2019,LA,Cross Country,Girls,3107
2019,LA,Football,Boys,14317
2019,LA,Football,Girls,33
2019,LA,Golf,Boys,2051
2019,LA,Golf,Girls,1125
2019,LA,Soccer,Boys,6231
2019,LA,Soccer,Girls,5364
2019,LA,Softball,Girls,5118
2019,LA,Swimming,Boys,1903
2019,LA,Swimming,Girls,2368
2019,LA,Tennis,Boys,2290
2019,LA,Tennis,Girls,2592
2019,LA,Track and Field,Boys,8591
2019,LA,Track and Field,Girls,6851
2019,LA,Volleyball,Girls,6296
2019,LA,Wrestling,Boys,2396
2019,LA,Wrestling,Girls,204
2019,MA,Baseball,Boys,10281
2019,MA,Basketball,Boys,11391
2019,MA,Basketball,Girls,8166
2019,MA,Cross Country,Boys,5701
2019,MA,Cross Country,Girls,4688
2019,MA,Field Hockey,Girls,5630
2019,MA,Football,Boys,21335
2019,MA,Football,Girls,52
2019,MA,Golf,Boys,3025
2019,MA,Golf,Girls,1735
2019,MA,Gymnastics,Boys,51
2019,MA,Gymnastics,Girls,556
2019,MA,Ice Hockey,Boys,3645
2019,MA,Ice Hockey,Girls,1003
2019,MA,Lacrosse,Boys,5556
2019,MA,Lacrosse,Girls,4642
2019,MA,Soccer,Boys,9870
2019,MA,Soccer,Girls,8167
2019,MA,Softball,Girls,7533
2019,MA,Swimming,Boys,2916
2019,MA,Swimming,Girls,3700
2019,MA,Tennis,Boys,3259
2019,MA,Tennis,Girls,3852
2019,MA,Track and Field,Boys,12710
2019,MA,Track and Field,Girls,10422
2019,MA,Volleyball,Boys,2154
2019,MA,Volleyball,Girls,9442
2019,MA,Wrestling,Boys,3473
2019,MA,Wrestling,Girls,300
2019,MD,Baseball,Boys,9292
2019,MD,Basketball,Boys,9982
2019,MD,Basketball,Girls,7393
2019,MD,Cross Country,Boys,4992
2019,MD,Cross Country,Girls,4247
2019,MD,Field Hockey,Girls,4115
2019,MD,Football,Boys,19426
2019,MD,Football,Girls,47
2019,MD,Golf,Boys,2729
2019,MD,Golf,Girls,1557
2019,MD,Ice Hockey,Boys,210
2019,MD,Ice Hockey,Girls,59
2019,MD,Lacrosse,Boys,8359
2019,MD,Lacrosse,Girls,7178
2019,MD,Soccer,Boys,8617
2019,MD,Soccer,Girls,7397
2019,MD,Softball,Girls,6974
2019,MD,Swimming,Boys,2673
2019,MD,Swimming,Girls,3197
2019,MD,Tennis,Boys,2982
2019,MD,Tennis,Girls,3501
2019,MD,Track and Field,Boys,11671
2019,MD,Track and Field,Girls,9417
2019,MD,Volleyball,Girls,8408
2019,MD,Wrestling,Boys,3886
2019,MD,Wrestling,Girls,328
2019,ME,Baseball,Boys,1870
2019,ME,Basketball,Boys,2191
2019,ME,Basketball,Girls,1558
2019,ME,Cross Country,Boys,1053
2019,ME,Cross Country,Girls,863
2019,ME,Field Hockey,Girls,662
2019,ME,Football,Boys,3897
2019,ME,Football,Girls,9
2019,ME,Golf,Boys,561
2019,ME,Golf,Girls,317
2019,ME,Ice Hockey,Boys,452
2019,ME,Ice Hockey,Girls,123
2019,ME,Lacrosse,Boys,102
2019,ME,Lacrosse,Girls,92
2019,ME,Soccer,Boys,1859
2019,ME,Soccer,Girls,1589
2019,ME,Softball,Girls,1476
2019,ME,Swimming,Boys,540
2019,ME,Swimming,Girls,709
2019,ME,Tennis,Boys,637
2019,ME,Tennis,Girls,741
2019,ME,Track and Field,Boys,2422
2019,ME,Track and Field,Girls,1946
2019,ME,Volleyball,Girls,1834
2019,ME,Wrestling,Boys,672
2019,ME,Wrestling,Girls,56
2019,MI,Baseball,Boys,14112
2019,MI,Basketball,Boys,16193
2019,MI,Basketball,Girls,11986
2019,MI,Cross Country,Boys,8094
2019,MI,Cross Country,Girls,6404
2019,MI,Field Hockey,Girls,1584
2019,MI,Football,Boys,29831
2019,MI,Football,Girls,71
2019,MI,Golf,Boys,4285
2019,MI,Golf,Girls,2373
2019,MI,Gymnastics,Boys,73
2019,MI,Gymnastics,Girls,817
2019,MI,Ice Hockey,Boys,4202
2019,MI,Ice Hockey,Girls,1166
2019,MI,Lacrosse,Boys,3078
2019,MI,Lacrosse,Girls,2681
2019,MI,Soccer,Boys,13994
2019,MI,Soccer,Girls,12046
2019,MI,Softball,Girls,10518
2019,MI,Swimming,Boys,4221
2019,MI,Swimming,Girls,5056
2019,MI,Tennis,Boys,4682
2019,MI,Tennis,Girls,5655
2019,MI,Track and Field,Boys,17581
2019,MI,Track and Field,Girls,14347
2019,MI,Volleyball,Boys,1592
2019,MI,Volleyball,Girls,13231
2019,MI,Wrestling,Boys,7586
2019,MI,Wrestling,Girls,652
2019,MN,Baseball,Boys,8633
2019,MN,Basketball,Boys,9920
2019,MN,Basketball,Girls,7071
2019,MN,Cross Country,Boys,4756
2019,MN,Cross Country,Girls,4031
2019,MN,Football,Boys,17699
2019,MN,Football,Girls,44
2019,MN,Golf,Boys,2509
2019,MN,Golf,Girls,1450
2019,MN,Gymnastics,Boys,90
2019,MN,Gymnastics,Girls,970
2019,MN,Ice Hockey,Boys,3826
2019,MN,Ice Hockey,Girls,1016
2019,MN,Lacrosse,Boys,2283
2019,MN,Lacrosse,Girls,2012
2019,MN,Soccer,Boys,8427
2019,MN,Soccer,Girls,7173
2019,MN,Softball,Girls,6446
2019,MN,Swimming,Boys,2492
2019,MN,Swimming,Girls,3034
2019,MN,Tennis,Boys,2815
2019,MN,Tennis,Girls,3422
2019,MN,Track and Field,Boys,10760
2019,MN,Track and Field,Girls,8559
2019,MN,Volleyball,Girls,8129
2019,MN,Wrestling,Boys,6251
2019,MN,Wrestling,Girls,523
2019,MO,Baseball,Boys,9405
2019,MO,Basketball,Boys,10538
2019,MO,Basketball,Girls,7666
2019,MO,Cross Country,Boys,5188
2019,MO,Cross Country,Girls,4150
2019,MO,Football,Boys,18889
2019,MO,Football,Girls,47
2019,MO,Golf,Boys,2688
2019,MO,Golf,Girls,1565
2019,MO,Gymnastics,Boys,25
2019,MO,Gymnastics,Girls,278
2019,MO,Lacrosse,Boys,489
2019,MO,Lacrosse,Girls,428
2019,MO,Soccer,Boys,8583
2019,MO,Soccer,Girls,7388
2019,MO,Softball,Girls,7011
2019,MO,Swimming,Boys,2637
2019,MO,Swimming,Girls,3344
2019,MO,Tennis,Boys,2933
2019,MO,Tennis,Girls,3534
2019,MO,Track and Field,Boys,11774
2019,MO,Track and Field,Girls,9216
2019,MO,Volleyball,Girls,8819
2019,MO,Wrestling,Boys,4869
2019,MO,Wrestling,Girls,405
2019,MS,Baseball,Boys,4252
2019,MS,Basketball,Boys,4757
2019,MS,Basketball,Girls,3607
2019,MS,Cross Country,Boys,2448
2019,MS,Cross Country,Girls,1940
2019,MS,Football,Boys,9284
2019,MS,Football,Girls,21
2019,MS,Golf,Boys,1274
2019,MS,Golf,Girls,718
2019,MS,Soccer,Boys,4200
2019,MS,Soccer,Girls,3497
2019,MS,Softball,Girls,3301
2019,MS,Swimming,Boys,1269
2019,MS,Swimming,Girls,1577
2019,MS,Tennis,Boys,1403
2019,MS,Tennis,Girls,1680
2019,MS,Track and Field,Boys,5281
2019,MS,Track and Field,Girls,4367
2019,MS,Volleyball,Girls,4045
2019,MS,Wrestling,Boys,1505
2019,MS,Wrestling,Girls,129
2019,MT,Baseball,Boys,1447
2019,MT,Basketball,Boys,1578
2019,MT,Basketball,Girls,1174
2019,MT,Cross Country,Boys,790
2019,MT,Cross Country,Girls,661
2019,MT,Football,Boys,2938
2019,MT,Football,Girls,7
2019,MT,Golf,Boys,433
2019,MT,Golf,Girls,241
2019,MT,Ice Hockey,Boys,170
2019,MT,Ice Hockey,Girls,47
2019,MT,Soccer,Boys,1398
2019,MT,Soccer,Girls,1173
2019,MT,Softball,Girls,1113
2019,MT,Swimming,Boys,406
2019,MT,Swimming,Girls,520
2019,MT,Tennis,Boys,478
2019,MT,Tennis,Girls,574
2019,MT,Track and Field,Boys,1854
2019,MT,Track and Field,Girls,1459
2019,MT,Volleyball,Girls,1318
2019,MT,Wrestling,Boys,767
2019,MT,Wrestling,Girls,66
2019,NC,Baseball,Boys,15372
2019,NC,Basketball,Boys,16476
2019,NC,Basketball,Girls,12290
2019,NC,Cross Country,Boys,8094
2019,NC,Cross Country,Girls,6721
2019,NC,Field Hockey,Girls,3423
2019,NC,Football,Boys,32008
2019,NC,Football,Girls,74
2019,NC,Golf,Boys,4444
2019,NC,Golf,Girls,2491
2019,NC,Gymnastics,Boys,51
2019,NC,Gymnastics,Girls,548
2019,NC,Lacrosse,Boys,5330
2019,NC,Lacrosse,Girls,4605
2019,NC,Soccer,Boys,14037
2019,NC,Soccer,Girls,12488
2019,NC,Softball,Girls,11158
2019,NC,Swimming,Boys,4288
2019,NC,Swimming,Girls,5435
2019,NC,Tennis,Boys,4926
2019,NC,Tennis,Girls,5917
2019,NC,Track and Field,Boys,18713
2019,NC,Track and Field,Girls,15434
2019,NC,Volleyball,Boys,1660
2019,NC,Volleyball,Girls,14046
2019,NC,Wrestling,Boys,5317
2019,NC,Wrestling,Girls,460
2019,ND,Baseball,Boys,1454
2019,ND,Basketball,Boys,1628
2019,ND,Basketball,Girls,1179
2019,ND,Cross Country,Boys,797
2019,ND,Cross Country,Girls,672
2019,ND,Football,Boys,2990
2019,ND,Football,Girls,7
2019,ND,Golf,Boys,428
2019,ND,Golf,Girls,246
2019,ND,Ice Hockey,Boys,337
2019,ND,Ice Hockey,Girls,92
2019,ND,Soccer,Boys,1399
2019,ND,Soccer,Girls,1188
2019,ND,Softball,Girls,1053
2019,ND,Swimming,Boys,428
2019,ND,Swimming,Girls,530
2019,ND,Tennis,Boys,488
2019,ND,Tennis,Girls,582
2019,ND,Track and Field,Boys,1766
2019,ND,Track and Field,Girls,1440
2019,ND,Volleyball,Girls,1395
2019,ND,Wrestling,Boys,1036
2019,ND,Wrestling,Girls,85
2019,NE,Baseball,Boys,2813
2019,NE,Basketball,Boys,3177
2019,NE,Basketball,Girls,2409
2019,NE,Cross Country,Boys,1623
2019,NE,Cross Country,Girls,1304
2019,NE,Football,Boys,5878
2019,NE,Football,Girls,14
2019,NE,Golf,Boys,876
2019,NE,Golf,Girls,493
2019,NE,Gymnastics,Boys,10
2019,NE,Gymnastics,Girls,109
2019,NE,Soccer,Boys,2684
2019,NE,Soccer,Girls,2346
2019,NE,Softball,Girls,2157
2019,NE,Swimming,Boys,832
2019,NE,Swimming,Girls,1042
2019,NE,Tennis,Boys,941
2019,NE,Tennis,Girls,1148
2019,NE,Track and Field,Boys,3697
2019,NE,Track and Field,Girls,2964
2019,NE,Volleyball,Girls,2690
2019,NE,Wrestling,Boys,2069
2019,NE,Wrestling,Girls,170
2019,NH,Baseball,Boys,1967
2019,NH,Basketball,Boys,2181
2019,NH,Basketball,Girls,1592
2019,NH,Cross Country,Boys,1050
2019,NH,Cross Country,Girls,894
2019,NH,Field Hockey,Girls,749
2019,NH,Football,Boys,4041
2019,NH,Football,Girls,10
2019,NH,Golf,Boys,578
2019,NH,Golf,Girls,317
2019,NH,Ice Hockey,Boys,616
2019,NH,Ice Hockey,Girls,167
2019,NH,Lacrosse,Boys,838
2019,NH,Lacrosse,Girls,773
2019,NH,Soccer,Boys,1872
2019,NH,Soccer,Girls,1538
2019,NH,Softball,Girls,1449
2019,NH,Swimming,Boys,539
2019,NH,Swimming,Girls,684
2019,NH,Tennis,Boys,638
2019,NH,Tennis,Girls,765
2019,NH,Track and Field,Boys,2352
2019,NH,Track and Field,Girls,2006
2019,NH,Volleyball,Boys,305
2019,NH,Volleyball,Girls,1856
2019,NH,Wrestling,Boys,690
2019,NH,Wrestling,Girls,58
2019,NJ,Baseball,Boys,13455
2019,NJ,Basketball,Boys,14871
2019,NJ,Basketball,Girls,11423
2019,NJ,Cross Country,Boys,7669
2019,NJ,Cross Country,Girls,6012
2019,NJ,Field Hockey,Girls,7716
2019,NJ,Football,Boys,28630
2019,NJ,Football,Girls,66
2019,NJ,Golf,Boys,3951
2019,NJ,Golf,Girls,2288
2019,NJ,Gymnastics,Boys,56
2019,NJ,Gymnastics,Girls,600
2019,NJ,Ice Hockey,Boys,2168
2019,NJ,Ice Hockey,Girls,580
2019,NJ,Lacrosse,Boys,8272
2019,NJ,Lacrosse,Girls,7436
2019,NJ,Soccer,Boys,12615
2019,NJ,Soccer,Girls,10960
2019,NJ,Softball,Girls,10180
2019,NJ,Swimming,Boys,3948
2019,NJ,Swimming,Girls,4727
2019,NJ,Tennis,Boys,4505
2019,NJ,Tennis,Girls,5428
2019,NJ,Track and Field,Boys,17300
2019,NJ,Track and Field,Girls,13315
2019,NJ,Volleyball,Boys,3745
2019,NJ,Volleyball,Girls,12923
2019,NJ,Wrestling,Boys,11737
2019,NJ,Wrestling,Girls,993
2019,NM,Baseball,Boys,2943
2019,NM,Basketball,Boys,3164
2019,NM,Basketball,Girls,2439
2019,NM,Cross Country,Boys,1658
2019,NM,Cross Country,Girls,1291
2019,NM,Football,Boys,6107
2019,NM,Football,Girls,14
2019,NM,Golf,Boys,880
2019,NM,Golf,Girls,479
2019,NM,Soccer,Boys,2801
2019,NM,Soccer,Girls,2422
2019,NM,Softball,Girls,2132
2019,NM,Swimming,Boys,850
2019,NM,Swimming,Girls,1027
2019,NM,Tennis,Boys,933
2019,NM,Tennis,Girls,1154
2019,NM,Track and Field,Boys,3722
2019,NM,Track and Field,Girls,2907
2019,NM,Volleyball,Girls,2646
2019,NM,Wrestling,Boys,1002
2019,NM,Wrestling,Girls,87
2019,NV,Baseball,Boys,4271
2019,NV,Basketball,Boys,4885
2019,NV,Basketball,Girls,3534
2019,NV,Cross Country,Boys,2455
2019,NV,Cross Country,Girls,1914
2019,NV,Football,Boys,9224
2019,NV,Football,Girls,21
2019,NV,Golf,Boys,1273
2019,NV,Golf,Girls,739
2019,NV,Soccer,Boys,4216
2019,NV,Soccer,Girls,3496
2019,NV,Softball,Girls,3300
2019,NV,Swimming,Boys,1281
2019,NV,Swimming,Girls,1560
2019,NV,Tennis,Boys,1472
2019,NV,Tennis,Girls,1697
2019,NV,Track and Field,Boys,5375
2019,NV,Track and Field,Girls,4431
2019,NV,Volleyball,Girls,4053
2019,NV,Wrestling,Boys,1552
2019,NV,Wrestling,Girls,129
2019,NY,Baseball,Boys,29197
2019,NY,Basketball,Boys,33140
2019,NY,Basketball,Girls,23312
2019,NY,Cross Country,Boys,15746
2019,NY,Cross Country,Girls,13369
2019,NY,Field Hockey,Girls,9688
2019,NY,Football,Boys,60371
2019,NY,Football,Girls,147
2019,NY,Golf,Boys,8736
2019,NY,Golf,Girls,4945
2019,NY,Gymnastics,Boys,119
2019,NY,Gymnastics,Girls,1270
2019,NY,Ice Hockey,Boys,6471
2019,NY,Ice Hockey,Girls,1730
2019,NY,Lacrosse,Boys,15771
2019,NY,Lacrosse,Girls,13591
2019,NY,Soccer,Boys,27424
2019,NY,Soccer,Girls,23850
2019,NY,Softball,Girls,21314
2019,NY,Swimming,Boys,8330
2019,NY,Swimming,Girls,10467
2019,NY,Tennis,Boys,9751
2019,NY,Tennis,Girls,11429
2019,NY,Track and Field,Boys,35348
2019,NY,Track and Field,Girls,28956
2019,NY,Volleyball,Boys,6328
2019,NY,Volleyball,Girls,27416
2019,NY,Wrestling,Boys,15400
2019,NY,Wrestling,Girls,1303
2019,OH,Baseball,Boys,17317
2019,OH,Basketball,Boys,19024
2019,OH,Basketball,Girls,13524
2019,OH,Cross Country,Boys,9507
2019,OH,Cross Country,Girls,7754
2019,OH,Field Hockey,Girls,2821
2019,OH,Football,Boys,35250
2019,OH,Football,Girls,86
2019,OH,Golf,Boys,4946
2019,OH,Golf,Girls,2775
2019,OH,Gymnastics,Boys,85
2019,OH,Gymnastics,Girls,918
2019,OH,Ice Hockey,Boys,2379
2019,OH,Ice Hockey,Girls,639
2019,OH,Lacrosse,Boys,4592
2019,OH,Lacrosse,Girls,3944
2019,OH,Soccer,Boys,15774
2019,OH,Soccer,Girls,13602
2019,OH,Softball,Girls,12522
2019,OH,Swimming,Boys,4725
2019,OH,Swimming,Girls,6126
2019,OH,Tennis,Boys,5590
2019,OH,Tennis,Girls,6587
2019,OH,Track and Field,Boys,21476
2019,OH,Track and Field,Girls,16738
2019,OH,Volleyball,Boys,2782
2019,OH,Volleyball,Girls,15683
2019,OH,Wrestling,Boys,14366
2019,OH,Wrestling,Girls,1298
2019,OK,Baseball,Boys,5917
2019,OK,Basketball,Boys,6445
2019,OK,Basketball,Girls,4857
2019,OK,Cross Country,Boys,3314
2019,OK,Cross Country,Girls,2592
2019,OK,Football,Boys,12286
2019,OK,Football,Girls,29
2019,OK,Golf,Boys,1697
2019,OK,Golf,Girls,952
2019,OK,Soccer,Boys,5341
2019,OK,Soccer,Girls,4733
2019,OK,Softball,Girls,4382
2019,OK,Swimming,Boys,1662
2019,OK,Swimming,Girls,2131
2019,OK,Tennis,Boys,1904
2019,OK,Tennis,Girls,2275
2019,OK,Track and Field,Boys,7365
2019,OK,Track and Field,Girls,5829
2019,OK,Volleyball,Girls,5390
2019,OK,Wrestling,Boys,3948
2019,OK,Wrestling,Girls,349
2019,OR,Baseball,Boys,5820
2019,OR,Basketball,Boys,6509
2019,OR,Basketball,Girls,4819
2019,OR,Cross Country,Boys,3205
2019,OR,Cross Country,Girls,2550
2019,OR,Football,Boys,12134
2019,OR,Football,Girls,28
2019,OR,Golf,Boys,1763
2019,OR,Golf,Girls,969
2019,OR,Gymnastics,Boys,19
2019,OR,Gymnastics,Girls,209
2019,OR,Lacrosse,Boys,1218
2019,OR,Lacrosse,Girls,1069
2019,OR,Soccer,Boys,5397
2019,OR,Soccer,Girls,4578
2019,OR,Softball,Girls,4311
2019,OR,Swimming,Boys,1654
2019,OR,Swimming,Girls,2085
2019,OR,Tennis,Boys,1901
2019,OR,Tennis,Girls,2289
2019,OR,Track and Field,Boys,7088
2019,OR,Track and Field,Girls,5820
2019,OR,Volleyball,Girls,5322
2019,OR,Wrestling,Boys,3677
2019,OR,Wrestling,Girls,307
2019,PA,Baseball,Boys,19525
2019,PA,Basketball,Boys,21617
2019,PA,Basketball,Girls,15703
2019,PA,Cross Country,Boys,10889
2019,PA,Cross Country,Girls,8992
2019,PA,Field Hockey,Girls,11111
2019,PA,Football,Boys,41032
2019,PA,Football,Girls,93
2019,PA,Golf,Boys,5684
2019,PA,Golf,Girls,3309
2019,PA,Gymnastics,Boys,98
2019,PA,Gymnastics,Girls,1071
2019,PA,Ice Hockey,Boys,2953
2019,PA,Ice Hockey,Girls,827
2019,PA,Lacrosse,Boys,8705
2019,PA,Lacrosse,Girls,7506
2019,PA,Soccer,Boys,18138
2019,PA,Soccer,Girls,15532
2019,PA,Softball,Girls,14162
2019,PA,Swimming,Boys,5608
2019,PA,Swimming,Girls,6848
2019,PA,Tennis,Boys,6239
2019,PA,Tennis,Girls,7748
2019,PA,Track and Field,Boys,24130
2019,PA,Track and Field,Girls,19233
2019,PA,Volleyball,Boys,5052
2019,PA,Volleyball,Girls,17666
2019,PA,Wrestling,Boys,17316
2019,PA,Wrestling,Girls,1448
2019,RI,Baseball,Boys,1446
2019,RI,Basketball,Boys,1661
2019,RI,Basketball,Girls,1212
2019,RI,Cross Country,Boys,786
2019,RI,Cross Country,Girls,640
2019,RI,Field Hockey,Girls,578
2019,RI,Football,Boys,3026
2019,RI,Football,Girls,7
2019,RI,Golf,Boys,429
2019,RI,Golf,Girls,241
2019,RI,Ice Hockey,Boys,349
2019,RI,Ice Hockey,Girls,92
2019,RI,Lacrosse,Boys,634
2019,RI,Lacrosse,Girls,571
2019,RI,Soccer,Boys,1405
2019,RI,Soccer,Girls,1175
2019,RI,Softball,Girls,1082
2019,RI,Swimming,Boys,416
2019,RI,Swimming,Girls,521
2019,RI,Tennis,Boys,464
2019,RI,Tennis,Girls,578
2019,RI,Track and Field,Boys,1818
2019,RI,Track and Field,Girls,1440
2019,RI,Volleyball,Boys,235
2019,RI,Volleyball,Girls,1384
2019,RI,Wrestling,Boys,522
2019,RI,Wrestling,Girls,44
2019,SC,Baseball,Boys,7370
2019,SC,Basketball,Boys,7952
2019,SC,Basketball,Girls,5993
2019,SC,Cross Country,Boys,4077
2019,SC,Cross Country,Girls,3327
2019,SC,Football,Boys,15245
2019,SC,Football,Girls,36
2019,SC,Golf,Boys,2206
2019,SC,Golf,Girls,1179
2019,SC,Soccer,Boys,7065
2019,SC,Soccer,Girls,5928
2019,SC,Softball,Girls,5299
2019,SC,Swimming,Boys,2131
2019,SC,Swimming,Girls,2546
2019,SC,Tennis,Boys,2448
2019,SC,Tennis,Girls,2763
2019,SC,Track and Field,Boys,8934
2019,SC,Track and Field,Girls,7495
2019,SC,Volleyball,Boys,389
2019,SC,Volleyball,Girls,6760
2019,SC,Wrestling,Boys,2571
2019,SC,Wrestling,Girls,219
2019,SD,Baseball,Boys,1449
2019,SD,Basketball,Boys,1640
2019,SD,Basketball,Girls,1190
2019,SD,Cross Country,Boys,812
2019,SD,Cross Country,Girls,656
2019,SD,Football,Boys,2930
2019,SD,Football,Girls,7
2019,SD,Golf,Boys,433
2019,SD,Golf,Girls,242
2019,SD,Soccer,Boys,1356
2019,SD,Soccer,Girls,1191
2019,SD,Softball,Girls,1092
2019,SD,Swimming,Boys,405
2019,SD,Swimming,Girls,523
2019,SD,Tennis,Boys,476
2019,SD,Tennis,Girls,556
2019,SD,Track and Field,Boys,1853
2019,SD,Track and Field,Girls,1457
2019,SD,Volleyball,Girls,1369
2019,SD,Wrestling,Boys,1009
2019,SD,Wrestling,Girls,84
2019,TN,Baseball,Boys,9865
2019,TN,Basketball,Boys,10625
2019,TN,Basketball,Girls,7731
2019,TN,Cross Country,Boys,5247
2019,TN,Cross Country,Girls,4446
2019,TN,Football,Boys,19752
2019,TN,Football,Girls,48
2019,TN,Golf,Boys,2866
2019,TN,Golf,Girls,1592
2019,TN,Lacrosse,Boys,512
2019,TN,Lacrosse,Girls,441
2019,TN,Soccer,Boys,9241
2019,TN,Soccer,Girls,7850
2019,TN,Softball,Girls,7021
2019,TN,Swimming,Boys,2703
2019,TN,Swimming,Girls,3398
2019,TN,Tennis,Boys,3241
2019,TN,Tennis,Girls,3738
2019,TN,Track and Field,Boys,12027
2019,TN,Track and Field,Girls,9957
2019,TN,Volleyball,Boys,526
2019,TN,Volleyball,Girls,9115
2019,TN,Wrestling,Boys,3296
2019,TN,Wrestling,Girls,290
2019,TX,Baseball,Boys,46438
2019,TX,Basketball,Boys,50950
2019,TX,Basketball,Girls,36871
2019,TX,Cross Country,Boys,25949
2019,TX,Cross Country,Girls,21034
2019,TX,Football,Boys,94175
2019,TX,Football,Girls,222
2019,TX,Golf,Boys,13506
2019,TX,Golf,Girls,7655
2019,TX,Gymnastics,Boys,182
2019,TX,Gymnastics,Girls,2072
2019,TX,Lacrosse,Boys,4179
2019,TX,Lacrosse,Girls,3589
2019,TX,Soccer,Boys,43263
2019,TX,Soccer,Girls,37236
2019,TX,Softball,Girls,34107
2019,TX,Swimming,Boys,13258
2019,TX,Swimming,Girls,16025
2019,TX,Tennis,Boys,15015
2019,TX,Tennis,Girls,18229
2019,TX,Track and Field,Boys,56401
2019,TX,Track and Field,Girls,46433
2019,TX,Volleyball,Boys,2484
